genotype,elevation,Treatment,Tmin,tray,column,row,cell,cohort,plantID,label,freezing_date,freezing_OD,Germinated,Final_status,day_until_germination,day_of_death
255_7,3342,Control,4,1,13,H,13H,1,f_seed128A,f_seed128A_1_13H,10/10/22,283,0,0,101,NA
256_3,2735,Control,4,1,13,I,13I,1,f_seed129,f_seed129_1_13I,10/10/22,283,1,1,14,101
256_3,2735,Control,4,1,13,I,13I,1,f_seed129A,f_seed129A_1_13I,10/10/22,283,0,0,101,NA
253_3,3460,Control,4,1,13,J,13J,1,f_seed130,f_seed130_1_13J,10/10/22,283,0,0,101,NA
253_3,3460,Control,4,1,13,J,13J,1,f_seed130A,f_seed130A_1_13J,10/10/22,283,0,0,101,NA
107_4,3091,Control,4,1,14,A,14A,1,f_seed131,f_seed131_1_14A,10/10/22,283,1,1,10,101
107_4,3091,Control,4,1,14,A,14A,1,f_seed131A,f_seed131A_1_14A,10/10/22,283,0,0,101,NA
283_15,2890,Control,4,1,14,B,14B,1,f_seed132,f_seed132_1_14B,10/10/22,283,1,1,8,101
283_15,2890,Control,4,1,14,B,14B,1,f_seed132A,f_seed132A_1_14B,10/10/22,283,1,1,16,101
212_13,3131,Control,4,1,14,C,14C,1,f_seed133,f_seed133_1_14C,10/10/22,283,1,1,7,101
212_13,3131,Control,4,1,14,C,14C,1,f_seed133A,f_seed133A_1_14C,10/10/22,283,1,0,14,101
273_18,2710,Control,4,1,14,D,14D,1,f_seed134,f_seed134_1_14D,10/10/22,283,0,0,101,NA
273_18,2710,Control,4,1,14,D,14D,1,f_seed134A,f_seed134A_1_14D,10/10/22,283,0,0,101,NA
270_3,2553,Control,4,1,14,E,14E,1,f_seed135,f_seed135_1_14E,10/10/22,283,1,1,23,101
270_3,2553,Control,4,1,14,E,14E,1,f_seed135A,f_seed135A_1_14E,10/10/22,283,0,0,101,NA
180_5,3249,Control,4,1,14,F,14F,1,f_seed136,f_seed136_1_14F,10/10/22,283,0,0,101,NA
180_5,3249,Control,4,1,14,F,14F,1,f_seed136A,f_seed136A_1_14F,10/10/22,283,0,0,101,NA
89_15,2869,Control,4,1,14,G,14G,1,f_seed137,f_seed137_1_14G,10/10/22,283,0,0,101,NA
89_15,2869,Control,4,1,14,G,14G,1,f_seed137A,f_seed137A_1_14G,10/10/22,283,0,0,101,NA
304_14,3673,Control,4,1,14,H,14H,1,f_seed138,f_seed138_1_14H,10/10/22,283,1,1,14,101
304_14,3673,Control,4,1,14,H,14H,1,f_seed138A,f_seed138A_1_14H,10/10/22,283,1,0,25,101
106_6,2925,Control,4,1,14,I,14I,1,f_seed139,f_seed139_1_14I,10/10/22,283,1,1,14,101
106_6,2925,Control,4,1,14,I,14I,1,f_seed139A,f_seed139A_1_14I,10/10/22,283,0,0,101,NA
151_3,2975,Control,4,1,14,J,14J,1,f_seed140,f_seed140_1_14J,10/10/22,283,1,1,8,101
151_3,2975,Control,4,1,14,J,14J,1,f_seed140A,f_seed140A_1_14J,10/10/22,283,1,1,14,101
301_8,3494,Control,4,1,15,A,15A,1,f_seed141,f_seed141_1_15A,10/10/22,283,1,1,10,101
301_8,3494,Control,4,1,15,A,15A,1,f_seed141A,f_seed141A_1_15A,10/10/22,283,1,1,10,101
47_1,2955,Control,4,1,15,B,15B,1,f_seed142,f_seed142_1_15B,10/10/22,283,1,1,7,101
47_1,2955,Control,4,1,15,B,15B,1,f_seed142A,f_seed142A_1_15B,10/10/22,283,1,1,7,101
311_11,2712,Control,4,1,15,C,15C,1,f_seed143,f_seed143_1_15C,10/10/22,283,1,1,7,101
311_11,2712,Control,4,1,15,C,15C,1,f_seed143A,f_seed143A_1_15C,10/10/22,283,0,0,101,NA
273_19,2710,Control,4,1,15,E,15E,1,f_seed145,f_seed145_1_15E,10/10/22,283,0,0,101,NA
273_19,2710,Control,4,1,15,E,15E,1,f_seed145A,f_seed145A_1_15E,10/10/22,283,0,0,101,NA
270_18,2553,Control,4,1,15,F,15F,1,f_seed146,f_seed146_1_15F,10/10/22,283,1,1,16,101
270_18,2553,Control,4,1,15,F,15F,1,f_seed146A,f_seed146A_1_15F,10/10/22,283,1,0,25,101
174_2,3252,Control,4,1,15,G,15G,1,f_seed147,f_seed147_1_15G,10/10/22,283,1,1,10,101
174_2,3252,Control,4,1,15,G,15G,1,f_seed147A,f_seed147A_1_15G,10/10/22,283,1,1,14,101
307_15,2714,Control,4,1,15,H,15H,1,f_seed148,f_seed148_1_15H,10/10/22,283,1,1,7,101
307_15,2714,Control,4,1,15,H,15H,1,f_seed148A,f_seed148A_1_15H,10/10/22,283,1,1,16,101
311_11,2712,Control,4,1,15,I,15I,1,f_seed149,f_seed149_1_15I,10/10/22,283,0,0,101,NA
311_11,2712,Control,4,1,15,I,15I,1,f_seed149A,f_seed149A_1_15I,10/10/22,283,0,0,101,NA
269_20,2800,Control,4,1,15,J,15J,1,f_seed150,f_seed150_1_15J,10/10/22,283,1,1,7,101
269_20,2800,Control,4,1,15,J,15J,1,f_seed150A,f_seed150A_1_15J,10/10/22,283,1,0,14,101
273_18,2710,Control,4,1,16,A,16A,1,f_seed151,f_seed151_1_16A,10/10/22,283,1,1,10,101
273_18,2710,Control,4,1,16,A,16A,1,f_seed151A,f_seed151A_1_16A,10/10/22,283,1,1,14,101
255_17,3342,Control,4,1,16,B,16B,1,f_seed152,f_seed152_1_16B,10/10/22,283,1,1,19,101
255_17,3342,Control,4,1,16,B,16B,1,f_seed152A,f_seed152A_1_16B,10/10/22,283,1,0,25,101
98_7,3011,Control,4,1,16,C,16C,1,f_seed153,f_seed153_1_16C,10/10/22,283,0,0,101,NA
98_7,3011,Control,4,1,16,C,16C,1,f_seed153A,f_seed153A_1_16C,10/10/22,283,0,0,101,NA
283_10,2890,Control,4,1,16,D,16D,1,f_seed154,f_seed154_1_16D,10/10/22,283,0,0,101,NA
283_10,2890,Control,4,1,16,D,16D,1,f_seed154A,f_seed154A_1_16D,10/10/22,283,0,0,101,NA
255_17,3342,Control,4,1,16,E,16E,1,f_seed155,f_seed155_1_16E,10/10/22,283,1,1,16,101
255_17,3342,Control,4,1,16,E,16E,1,f_seed155A,f_seed155A_1_16E,10/10/22,283,0,0,101,NA
270_22,2553,Control,4,1,16,F,16F,1,f_seed156,f_seed156_1_16F,10/10/22,283,1,1,16,101
270_22,2553,Control,4,1,16,F,16F,1,f_seed156A,f_seed156A_1_16F,10/10/22,283,0,0,101,NA
272_10,2752,Control,4,1,16,G,16G,1,f_seed157,f_seed157_1_16G,10/10/22,283,0,0,101,NA
272_10,2752,Control,4,1,16,G,16G,1,f_seed157A,f_seed157A_1_16G,10/10/22,283,0,0,101,NA
323_11,2734,Control,4,1,16,H,16H,1,f_seed158,f_seed158_1_16H,10/10/22,283,0,0,101,NA
323_11,2734,Control,4,1,16,H,16H,1,f_seed158A,f_seed158A_1_16H,10/10/22,283,0,0,101,NA
209_5,2721,Control,4,1,17,A,17A,1,f_seed161,f_seed161_1_17A,10/10/22,283,1,1,7,101
209_5,2721,Control,4,1,17,A,17A,1,f_seed161A,f_seed161A_1_17A,10/10/22,283,1,1,7,101
270_3,2553,Control,4,1,17,B,17B,1,f_seed162,f_seed162_1_17B,10/10/22,283,0,0,101,NA
270_3,2553,Control,4,1,17,B,17B,1,f_seed162A,f_seed162A_1_17B,10/10/22,283,0,0,101,NA
266_4,2992,Control,4,1,17,C,17C,1,f_seed163,f_seed163_1_17C,10/10/22,283,1,0,28,101
266_4,2992,Control,4,1,17,C,17C,1,f_seed163A,f_seed163A_1_17C,10/10/22,283,0,0,101,NA
250_16,3133,Control,4,1,17,D,17D,1,f_seed164,f_seed164_1_17D,10/10/22,283,0,0,101,NA
250_16,3133,Control,4,1,17,D,17D,1,f_seed164A,f_seed164A_1_17D,10/10/22,283,0,0,101,NA
270_5,2553,Control,4,1,17,E,17E,1,f_seed165,f_seed165_1_17E,10/10/22,283,0,0,101,NA
270_5,2553,Control,4,1,17,E,17E,1,f_seed165A,f_seed165A_1_17E,10/10/22,283,0,0,101,NA
255_28,3342,Control,4,1,17,F,17F,1,f_seed166,f_seed166_1_17F,10/10/22,283,1,1,9,101
255_28,3342,Control,4,1,17,F,17F,1,f_seed166A,f_seed166A_1_17F,10/10/22,283,1,1,10,101
270_18,2553,Control,4,1,17,G,17G,1,f_seed167,f_seed167_1_17G,10/10/22,283,1,1,16,101
270_18,2553,Control,4,1,17,G,17G,1,f_seed167A,f_seed167A_1_17G,10/10/22,283,1,1,21,101
83_1,2994,Control,4,1,17,H,17H,1,f_seed168,f_seed168_1_17H,10/10/22,283,0,0,101,NA
83_1,2994,Control,4,1,17,H,17H,1,f_seed168A,f_seed168A_1_17H,10/10/22,283,0,0,101,NA
256_3,2735,Control,4,1,17,I,17I,1,f_seed169,f_seed169_1_17I,10/10/22,283,1,0,25,101
256_3,2735,Control,4,1,17,I,17I,1,f_seed169A,f_seed169A_1_17I,10/10/22,283,0,0,101,NA
325_8,3530,Control,4,1,17,J,17J,1,f_seed170,f_seed170_1_17J,10/10/22,283,0,0,101,NA
325_8,3530,Control,4,1,17,J,17J,1,f_seed170A,f_seed170A_1_17J,10/10/22,283,0,0,101,NA
1_3,2989,Control,4,1,18,A,18A,1,f_seed171,f_seed171_1_18A,10/10/22,283,1,1,10,101
1_3,2989,Control,4,1,18,A,18A,1,f_seed171A,f_seed171A_1_18A,10/10/22,283,0,0,101,NA
270_22,2553,Control,4,1,18,B,18B,1,f_seed172,f_seed172_1_18B,10/10/22,283,0,0,101,NA
270_22,2553,Control,4,1,18,B,18B,1,f_seed172A,f_seed172A_1_18B,10/10/22,283,0,0,101,NA
257_2,2754,Control,4,1,18,C,18C,1,f_seed173,f_seed173_1_18C,10/10/22,283,0,0,101,NA
257_2,2754,Control,4,1,18,C,18C,1,f_seed173A,f_seed173A_1_18C,10/10/22,283,0,0,101,NA
106_6,2925,Control,4,1,18,D,18D,1,f_seed174,f_seed174_1_18D,10/10/22,283,0,0,101,NA
106_6,2925,Control,4,1,18,D,18D,1,f_seed174A,f_seed174A_1_18D,10/10/22,283,0,0,101,NA
103_3,3113,Control,4,1,18,E,18E,1,f_seed175,f_seed175_1_18E,10/10/22,283,1,0,28,101
103_3,3113,Control,4,1,18,E,18E,1,f_seed175A,f_seed175A_1_18E,10/10/22,283,0,0,101,NA
259_19,2760,Control,4,1,18,F,18F,1,f_seed176,f_seed176_1_18F,10/10/22,283,1,1,14,101
259_19,2760,Control,4,1,18,F,18F,1,f_seed176A,f_seed176A_1_18F,10/10/22,283,1,1,14,101
185_2,3411,Control,4,1,18,G,18G,1,f_seed177,f_seed177_1_18G,10/10/22,283,1,0,35,101
185_2,3411,Control,4,1,18,G,18G,1,f_seed177A,f_seed177A_1_18G,10/10/22,283,0,0,101,NA
63_8,2960,Control,4,1,18,H,18H,1,f_seed178,f_seed178_1_18H,10/10/22,283,1,1,8,101
63_8,2960,Control,4,1,18,H,18H,1,f_seed178A,f_seed178A_1_18H,10/10/22,283,1,1,16,101
304_14,3673,Control,4,1,18,J,18J,1,f_seed180,f_seed180_1_18J,10/10/22,283,1,1,19,101
304_14,3673,Control,4,1,18,J,18J,1,f_seed180A,f_seed180A_1_18J,10/10/22,283,1,1,19,101
202_1,3368,Control,4,1,19,A,19A,1,f_seed181,f_seed181_1_19A,10/10/22,283,0,0,101,NA
202_1,3368,Control,4,1,19,A,19A,1,f_seed181A,f_seed181A_1_19A,10/10/22,283,0,0,101,NA
255_28,3342,Control,4,1,19,B,19B,1,f_seed182,f_seed182_1_19B,10/10/22,283,1,1,9,101
255_28,3342,Control,4,1,19,B,19B,1,f_seed182A,f_seed182A_1_19B,10/10/22,283,1,1,9,101
210_3,3161,Control,4,1,19,C,19C,1,f_seed183,f_seed183_1_19C,10/10/22,283,1,1,8,101
210_3,3161,Control,4,1,19,C,19C,1,f_seed183A,f_seed183A_1_19C,10/10/22,283,1,1,9,101
255_13,3342,Control,4,1,19,E,19E,1,f_seed185,f_seed185_1_19E,10/10/22,283,1,1,7,101
255_13,3342,Control,4,1,19,E,19E,1,f_seed185A,f_seed185A_1_19E,10/10/22,283,0,0,101,NA
89_15,2869,Control,4,1,19,F,19F,1,f_seed186,f_seed186_1_19F,10/10/22,283,0,0,101,NA
89_15,2869,Control,4,1,19,F,19F,1,f_seed186A,f_seed186A_1_19F,10/10/22,283,0,0,101,NA
283_2,2890,Control,4,1,19,G,19G,1,f_seed187,f_seed187_1_19G,10/10/22,283,1,1,8,101
283_2,2890,Control,4,1,19,G,19G,1,f_seed187A,f_seed187A_1_19G,10/10/22,283,1,1,9,101
328_5,3660,Control,4,1,19,H,19H,1,f_seed188,f_seed188_1_19H,10/10/22,283,0,0,101,NA
328_5,3660,Control,4,1,19,H,19H,1,f_seed188A,f_seed188A_1_19H,10/10/22,283,0,0,101,NA
157_3,3004,Control,4,1,19,I,19I,1,f_seed189,f_seed189_1_19I,10/10/22,283,0,0,101,NA
157_3,3004,Control,4,1,19,I,19I,1,f_seed189A,f_seed189A_1_19I,10/10/22,283,0,0,101,NA
250_29,3133,Control,4,1,19,J,19J,1,f_seed190,f_seed190_1_19J,10/10/22,283,0,0,101,NA
250_29,3133,Control,4,1,19,J,19J,1,f_seed190A,f_seed190A_1_19J,10/10/22,283,0,0,101,NA
255_39,3342,Control,4,1,20,A,20A,1,f_seed191,f_seed191_1_20A,10/10/22,283,0,0,101,NA
255_39,3342,Control,4,1,20,A,20A,1,f_seed191A,f_seed191A_1_20A,10/10/22,283,0,0,101,NA
202_1,3368,Control,4,1,20,B,20B,1,f_seed192,f_seed192_1_20B,10/10/22,283,1,1,9,101
202_1,3368,Control,4,1,20,B,20B,1,f_seed192A,f_seed192A_1_20B,10/10/22,283,0,0,101,NA
263_1,2795,Control,4,1,20,C,20C,1,f_seed193,f_seed193_1_20C,10/10/22,283,0,0,101,NA
263_1,2795,Control,4,1,20,C,20C,1,f_seed193A,f_seed193A_1_20C,10/10/22,283,0,0,101,NA
297B_7,3431,Control,4,1,20,D,20D,1,f_seed194,f_seed194_1_20D,10/10/22,283,1,1,8,101
297B_7,3431,Control,4,1,20,D,20D,1,f_seed194A,f_seed194A_1_20D,10/10/22,283,1,1,11,101
209_5,2721,Control,4,1,20,E,20E,1,f_seed195,f_seed195_1_20E,10/10/22,283,1,1,7,101
209_5,2721,Control,4,1,20,E,20E,1,f_seed195A,f_seed195A_1_20E,10/10/22,283,1,1,10,101
201_2,3352,Control,4,1,20,F,20F,1,f_seed196,f_seed196_1_20F,10/10/22,283,1,0,25,101
201_2,3352,Control,4,1,20,F,20F,1,f_seed196A,f_seed196A_1_20F,10/10/22,283,0,0,101,NA
50_1,2934,Control,4,1,20,G,20G,1,f_seed197,f_seed197_1_20G,10/10/22,283,1,1,7,101
50_1,2934,Control,4,1,20,G,20G,1,f_seed197A,f_seed197A_1_20G,10/10/22,283,1,1,10,101
81_1,3095,Control,4,1,20,I,20I,1,f_seed199,f_seed199_1_20I,10/10/22,283,1,1,16,101
81_1,3095,Control,4,1,20,I,20I,1,f_seed199A,f_seed199A_1_20I,10/10/22,283,1,1,16,101
81_1,3095,TempA,-17.2,2,1,A,1A,1,f_seed201,f_seed201_2_1A,10/12/22,285,1,1,19,49
81_1,3095,TempA,-17.2,2,1,A,1A,1,f_seed201A,f_seed201A_2_1A,10/12/22,285,0,0,99,NA
303_8,3570,TempA,-17.2,2,1,B,1B,1,f_seed202,f_seed202_2_1B,10/12/22,285,0,0,99,NA
303_8,3570,TempA,-17.2,2,1,B,1B,1,f_seed202A,f_seed202A_2_1B,10/12/22,285,0,0,99,NA
91_2,2910,TempA,-17.2,2,1,C,1C,1,f_seed203,f_seed203_2_1C,10/12/22,285,1,1,21,99
91_2,2910,TempA,-17.2,2,1,C,1C,1,f_seed203A,f_seed203A_2_1C,10/12/22,285,0,0,99,NA
60_4,2977,TempA,-17.2,2,1,D,1D,1,f_seed204,f_seed204_2_1D,10/12/22,285,1,1,12,99
60_4,2977,TempA,-17.2,2,1,D,1D,1,f_seed204A,f_seed204A_2_1D,10/12/22,285,0,0,99,NA
210_3,3161,TempA,-17.2,2,1,E,1E,1,f_seed205,f_seed205_2_1E,10/12/22,285,1,1,14,99
210_3,3161,TempA,-17.2,2,1,E,1E,1,f_seed205A,f_seed205A_2_1E,10/12/22,285,0,0,99,NA
98_7,3011,TempA,-17.2,2,1,F,1F,1,f_seed206,f_seed206_2_1F,10/12/22,285,1,1,12,99
98_7,3011,TempA,-17.2,2,1,F,1F,1,f_seed206A,f_seed206A_2_1F,10/12/22,285,1,1,12,99
91_2,2910,TempA,-17.2,2,1,G,1G,1,f_seed207,f_seed207_2_1G,10/12/22,285,0,0,99,NA
91_2,2910,TempA,-17.2,2,1,G,1G,1,f_seed207A,f_seed207A_2_1G,10/12/22,285,0,0,99,NA
270_22,2553,TempA,-17.2,2,1,H,1H,1,f_seed208,f_seed208_2_1H,10/12/22,285,1,1,8,99
270_22,2553,TempA,-17.2,2,1,H,1H,1,f_seed208A,f_seed208A_2_1H,10/12/22,285,0,0,99,NA
303_8,3570,TempA,-17.2,2,1,I,1I,1,f_seed209,f_seed209_2_1I,10/12/22,285,0,0,99,NA
303_8,3570,TempA,-17.2,2,1,I,1I,1,f_seed209A,f_seed209A_2_1I,10/12/22,285,0,0,99,NA
154_1,2992,TempA,-17.2,2,1,J,1J,1,f_seed210,f_seed210_2_1J,10/12/22,285,0,0,99,NA
154_1,2992,TempA,-17.2,2,1,J,1J,1,f_seed210A,f_seed210A_2_1J,10/12/22,285,0,0,99,NA
213_1,2790,TempA,-17.2,2,2,A,2A,1,f_seed211,f_seed211_2_2A,10/12/22,285,0,0,99,NA
213_1,2790,TempA,-17.2,2,2,A,2A,1,f_seed211A,f_seed211A_2_2A,10/12/22,285,0,0,99,NA
250_14,3133,TempA,-17.2,2,2,B,2B,1,f_seed212,f_seed212_2_2B,10/12/22,285,0,0,99,NA
250_14,3133,TempA,-17.2,2,2,B,2B,1,f_seed212A,f_seed212A_2_2B,10/12/22,285,0,0,99,NA
270_10,2553,TempA,-17.2,2,2,C,2C,1,f_seed213,f_seed213_2_2C,10/12/22,285,0,0,99,NA
270_10,2553,TempA,-17.2,2,2,C,2C,1,f_seed213A,f_seed213A_2_2C,10/12/22,285,0,0,99,NA
270_3,2553,TempA,-17.2,2,2,D,2D,1,f_seed214,f_seed214_2_2D,10/12/22,285,1,1,14,99
270_3,2553,TempA,-17.2,2,2,D,2D,1,f_seed214A,f_seed214A_2_2D,10/12/22,285,0,0,99,NA
49_3,2935,TempA,-17.2,2,2,E,2E,1,f_seed215,f_seed215_2_2E,10/12/22,285,0,0,99,NA
49_3,2935,TempA,-17.2,2,2,E,2E,1,f_seed215A,f_seed215A_2_2E,10/12/22,285,0,0,99,NA
210_3,3161,TempA,-17.2,2,2,F,2F,1,f_seed216,f_seed216_2_2F,10/12/22,285,1,1,17,99
210_3,3161,TempA,-17.2,2,2,F,2F,1,f_seed216A,f_seed216A_2_2F,10/12/22,285,0,0,99,NA
95_10,2966,TempA,-17.2,2,2,G,2G,1,f_seed217,f_seed217_2_2G,10/12/22,285,0,0,99,NA
95_10,2966,TempA,-17.2,2,2,G,2G,1,f_seed217A,f_seed217A_2_2G,10/12/22,285,0,0,99,NA
263_1,2795,TempA,-17.2,2,2,I,2I,1,f_seed219,f_seed219_2_2I,10/12/22,285,0,0,99,NA
263_1,2795,TempA,-17.2,2,2,I,2I,1,f_seed219A,f_seed219A_2_2I,10/12/22,285,0,0,99,NA
250_28,3133,TempA,-17.2,2,2,J,2J,1,f_seed220,f_seed220_2_2J,10/12/22,285,0,0,99,NA
250_28,3133,TempA,-17.2,2,2,J,2J,1,f_seed220A,f_seed220A_2_2J,10/12/22,285,0,0,99,NA
214_7,2694,TempA,-17.2,2,3,A,3A,1,f_seed221,f_seed221_2_3A,10/12/22,285,0,0,99,NA
214_7,2694,TempA,-17.2,2,3,A,3A,1,f_seed221A,f_seed221A_2_3A,10/12/22,285,0,0,99,NA
283_2,2890,TempA,-17.2,2,3,B,3B,1,f_seed222,f_seed222_2_3B,10/12/22,285,1,1,12,99
283_2,2890,TempA,-17.2,2,3,B,3B,1,f_seed222A,f_seed222A_2_3B,10/12/22,285,0,0,99,NA
262_3,2717,TempA,-17.2,2,3,C,3C,1,f_seed223,f_seed223_2_3C,10/12/22,285,0,0,99,NA
262_3,2717,TempA,-17.2,2,3,C,3C,1,f_seed223A,f_seed223A_2_3C,10/12/22,285,0,0,99,NA
273_37,2710,TempA,-17.2,2,3,D,3D,1,f_seed224,f_seed224_2_3D,10/12/22,285,0,0,99,NA
273_37,2710,TempA,-17.2,2,3,D,3D,1,f_seed224A,f_seed224A_2_3D,10/12/22,285,0,0,99,NA
89_15,2869,TempA,-17.2,2,3,E,3E,1,f_seed225,f_seed225_2_3E,10/12/22,285,0,0,99,NA
89_15,2869,TempA,-17.2,2,3,E,3E,1,f_seed225A,f_seed225A_2_3E,10/12/22,285,0,0,99,NA
98_7,3011,TempA,-17.2,2,3,F,3F,1,f_seed226,f_seed226_2_3F,10/12/22,285,1,1,23,49
98_7,3011,TempA,-17.2,2,3,F,3F,1,f_seed226A,f_seed226A_2_3F,10/12/22,285,0,0,99,NA
103_3,3113,TempA,-17.2,2,3,G,3G,1,f_seed227,f_seed227_2_3G,10/12/22,285,0,0,99,NA
103_3,3113,TempA,-17.2,2,3,G,3G,1,f_seed227A,f_seed227A_2_3G,10/12/22,285,0,0,99,NA
213_1,2790,TempA,-17.2,2,3,H,3H,1,f_seed228,f_seed228_2_3H,10/12/22,285,1,1,14,99
213_1,2790,TempA,-17.2,2,3,H,3H,1,f_seed228A,f_seed228A_2_3H,10/12/22,285,0,0,99,NA
250_28,3133,TempA,-17.2,2,3,I,3I,1,f_seed229,f_seed229_2_3I,10/12/22,285,0,0,99,NA
250_28,3133,TempA,-17.2,2,3,I,3I,1,f_seed229A,f_seed229A_2_3I,10/12/22,285,0,0,99,NA
50_1,2934,TempA,-17.2,2,3,J,3J,1,f_seed230,f_seed230_2_3J,10/12/22,285,0,0,99,NA
50_1,2934,TempA,-17.2,2,3,J,3J,1,f_seed230A,f_seed230A_2_3J,10/12/22,285,0,0,99,NA
257_2,2754,TempA,-17.2,2,4,A,4A,1,f_seed231,f_seed231_2_4A,10/12/22,285,0,0,99,NA
257_2,2754,TempA,-17.2,2,4,A,4A,1,f_seed231A,f_seed231A_2_4A,10/12/22,285,0,0,99,NA
83_1,2994,TempA,-17.2,2,4,B,4B,1,f_seed232,f_seed232_2_4B,10/12/22,285,0,0,99,NA
83_1,2994,TempA,-17.2,2,4,B,4B,1,f_seed232A,f_seed232A_2_4B,10/12/22,285,0,0,99,NA
283_22,2890,TempA,-17.2,2,4,C,4C,1,f_seed233,f_seed233_2_4C,10/12/22,285,0,0,99,NA
283_22,2890,TempA,-17.2,2,4,C,4C,1,f_seed233A,f_seed233A_2_4C,10/12/22,285,0,0,99,NA
202_1,3368,TempA,-17.2,2,4,D,4D,1,f_seed234,f_seed234_2_4D,10/12/22,285,0,0,99,NA
202_1,3368,TempA,-17.2,2,4,D,4D,1,f_seed234A,f_seed234A_2_4D,10/12/22,285,0,0,99,NA
304_14,3673,TempA,-17.2,2,4,E,4E,1,f_seed235,f_seed235_2_4E,10/12/22,285,0,0,99,NA
304_14,3673,TempA,-17.2,2,4,E,4E,1,f_seed235A,f_seed235A_2_4E,10/12/22,285,0,0,99,NA
63_8,2960,TempA,-17.2,2,4,F,4F,1,f_seed236,f_seed236_2_4F,10/12/22,285,1,1,9,99
63_8,2960,TempA,-17.2,2,4,F,4F,1,f_seed236A,f_seed236A_2_4F,10/12/22,285,0,0,99,NA
272_10,2752,TempA,-17.2,2,4,G,4G,1,f_seed237,f_seed237_2_4G,10/12/22,285,0,0,99,NA
272_10,2752,TempA,-17.2,2,4,G,4G,1,f_seed237A,f_seed237A_2_4G,10/12/22,285,0,0,99,NA
273_18,2710,TempA,-17.2,2,4,H,4H,1,f_seed238,f_seed238_2_4H,10/12/22,285,0,0,99,NA
273_18,2710,TempA,-17.2,2,4,H,4H,1,f_seed238A,f_seed238A_2_4H,10/12/22,285,0,0,99,NA
270_18,2553,TempA,-17.2,2,4,I,4I,1,f_seed239,f_seed239_2_4I,10/12/22,285,1,1,21,99
270_18,2553,TempA,-17.2,2,4,I,4I,1,f_seed239A,f_seed239A_2_4I,10/12/22,285,0,0,99,NA
255_7,3342,TempA,-17.2,2,4,J,4J,1,f_seed240,f_seed240_2_4J,10/12/22,285,1,0,26,99
255_7,3342,TempA,-17.2,2,4,J,4J,1,f_seed240A,f_seed240A_2_4J,10/12/22,285,0,0,99,NA
297B_7,3431,TempA,-17.2,2,5,A,5A,1,f_seed241,f_seed241_2_5A,10/12/22,285,0,0,99,NA
297B_7,3431,TempA,-17.2,2,5,A,5A,1,f_seed241A,f_seed241A_2_5A,10/12/22,285,0,0,99,NA
209_5,2721,TempA,-17.2,2,5,B,5B,1,f_seed242,f_seed242_2_5B,10/12/22,285,1,1,6,99
209_5,2721,TempA,-17.2,2,5,B,5B,1,f_seed242A,f_seed242A_2_5B,10/12/22,285,0,0,99,NA
162_2,3055,TempA,-17.2,2,5,C,5C,1,f_seed243,f_seed243_2_5C,10/12/22,285,0,0,99,NA
162_2,3055,TempA,-17.2,2,5,C,5C,1,f_seed243A,f_seed243A_2_5C,10/12/22,285,0,0,99,NA
270_5,2553,TempA,-17.2,2,5,D,5D,1,f_seed244,f_seed244_2_5D,10/12/22,285,0,0,99,NA
270_5,2553,TempA,-17.2,2,5,D,5D,1,f_seed244A,f_seed244A_2_5D,10/12/22,285,0,0,99,NA
51_2,2929,TempA,-17.2,2,5,E,5E,1,f_seed245,f_seed245_2_5E,10/12/22,285,1,1,12,99
51_2,2929,TempA,-17.2,2,5,E,5E,1,f_seed245A,f_seed245A_2_5E,10/12/22,285,0,0,99,NA
311_11,2712,TempA,-17.2,2,5,F,5F,1,f_seed246,f_seed246_2_5F,10/12/22,285,0,0,99,NA
311_11,2712,TempA,-17.2,2,5,F,5F,1,f_seed246A,f_seed246A_2_5F,10/12/22,285,0,0,99,NA
255_27,3342,TempA,-17.2,2,5,G,5G,1,f_seed247,f_seed247_2_5G,10/12/22,285,0,0,99,NA
255_27,3342,TempA,-17.2,2,5,G,5G,1,f_seed247A,f_seed247A_2_5G,10/12/22,285,0,0,99,NA
270_22,2553,TempA,-17.2,2,5,H,5H,1,f_seed248,f_seed248_2_5H,10/12/22,285,1,1,8,99
270_22,2553,TempA,-17.2,2,5,H,5H,1,f_seed248A,f_seed248A_2_5H,10/12/22,285,0,0,99,NA
106_6,2925,TempA,-17.2,2,5,I,5I,1,f_seed249,f_seed249_2_5I,10/12/22,285,0,0,99,NA
106_6,2925,TempA,-17.2,2,5,I,5I,1,f_seed249A,f_seed249A_2_5I,10/12/22,285,0,0,99,NA
283_22,2890,TempA,-17.2,2,5,J,5J,1,f_seed250,f_seed250_2_5J,10/12/22,285,0,0,99,NA
283_22,2890,TempA,-17.2,2,5,J,5J,1,f_seed250A,f_seed250A_2_5J,10/12/22,285,0,0,99,NA
273_30,2710,TempA,-17.2,2,6,A,6A,1,f_seed251,f_seed251_2_6A,10/12/22,285,1,1,14,99
273_30,2710,TempA,-17.2,2,6,A,6A,1,f_seed251A,f_seed251A_2_6A,10/12/22,285,0,0,99,NA
322_1,2999,TempA,-17.2,2,6,B,6B,1,f_seed252,f_seed252_2_6B,10/12/22,285,0,0,99,NA
322_1,2999,TempA,-17.2,2,6,B,6B,1,f_seed252A,f_seed252A_2_6B,10/12/22,285,0,0,99,NA
48_2,2951,TempA,-17.2,2,6,C,6C,1,f_seed253,f_seed253_2_6C,10/12/22,285,0,0,99,NA
